T19,Consumer Price Index,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
834,United Rep. of Tanzania,2022,Consumer price index: General,209.5,For Tanganyika only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
834,United Rep. of Tanzania,2023,Consumer price index: General,217.4,For Tanganyika only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
834,United Rep. of Tanzania,2015,Consumer price index: Food,96.6,Estimate.;For Tanganyika only.;Index base: December 2015=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
840,United States of America,2000,Consumer price index: General,79.0,All urban consumers.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
840,United States of America,2005,Consumer price index: General,89.6,All urban consumers.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
840,United States of America,2010,Consumer price index: General,100.0,All urban consumers.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
840,United States of America,2015,Consumer price index: General,108.7,All urban consumers.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
840,United States of America,2021,Consumer price index: General,124.3,All urban consumers.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
840,United States of America,2022,Consumer price index: General,134.2,All urban consumers.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
840,United States of America,2023,Consumer price index: General,139.7,All urban consumers.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
840,United States of America,2000,Consumer price index: Food,77.8,All urban consumers.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
840,United States of America,2005,Consumer price index: Food,87.9,All urban consumers.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
840,United States of America,2010,Consumer price index: Food,100.0,All urban consumers.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
840,United States of America,2015,Consumer price index: Food,112.2,All urban consumers.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
840,United States of America,2021,Consumer price index: Food,119.9,All urban consumers.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
840,United States of America,2022,Consumer price index: Food,133.6,All urban consumers.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
840,United States of America,2023,Consumer price index: Food,140.4,All urban consumers.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
858,Uruguay,2000,Consumer price index: General,43.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
858,Uruguay,2005,Consumer price index: General,70.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
858,Uruguay,2010,Consumer price index: General,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
858,Uruguay,2015,Consumer price index: General,150.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
858,Uruguay,2021,Consumer price index: General,240.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
858,Uruguay,2022,Consumer price index: General,261.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
858,Uruguay,2023,Consumer price index: General,277.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
858,Uruguay,2000,Consumer price index: Food,38.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
858,Uruguay,2005,Consumer price index: Food,64.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
858,Uruguay,2010,Consumer price index: Food,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
858,Uruguay,2015,Consumer price index: Food,158.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
858,Uruguay,2021,Consumer price index: Food,256.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
858,Uruguay,2022,Consumer price index: Food,284.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
858,Uruguay,2023,Consumer price index: Food,309.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
860,Uzbekistan,2021,Consumer price index: General,191.8,Calculated by the UN Statistics Division from national indices.;Base: 2016 = 100,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
860,Uzbekistan,2022,Consumer price index: General,214.0,Calculated by the UN Statistics Division from national indices.;Base: 2016 = 100,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
860,Uzbekistan,2023,Consumer price index: General,235.2,Calculated by the UN Statistics Division from national indices.;Base: 2016 = 100,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
860,Uzbekistan,2021,Consumer price index: Food,221.9,Calculated by the UN Statistics Division from national indices.;Base: 2016 = 100,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
860,Uzbekistan,2022,Consumer price index: Food,332.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
860,Uzbekistan,2023,Consumer price index: Food,372.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
548,Vanuatu,2000,Consumer price index: General,75.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
548,Vanuatu,2005,Consumer price index: General,83.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
548,Vanuatu,2010,Consumer price index: General,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
548,Vanuatu,2015,Consumer price index: General,107.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
548,Vanuatu,2021,Consumer price index: General,126.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
548,Vanuatu,2022,Consumer price index: General,135.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
548,Vanuatu,2023,Consumer price index: General,149.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
548,Vanuatu,2010,Consumer price index: Food,100.0,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
548,Vanuatu,2015,Consumer price index: Food,109.2,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
548,Vanuatu,2021,Consumer price index: Food,153.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
548,Vanuatu,2022,Consumer price index: Food,168.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
548,Vanuatu,2023,Consumer price index: Food,201.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
862,Venezuela (Boliv. Rep. of),2010,Consumer price index: General,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
