T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
56,Belgium,2023,Major trading partner 1 (% of imports),Netherlands,,21.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
56,Belgium,2015,Major trading partner 2 (% of exports),Netherlands,,12.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
56,Belgium,2020,Major trading partner 2 (% of exports),Netherlands,,11.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
56,Belgium,2023,Major trading partner 2 (% of exports),Netherlands,,13.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
56,Belgium,2015,Major trading partner 2 (% of imports),Germany,,15.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
56,Belgium,2020,Major trading partner 2 (% of imports),Germany,,14.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
56,Belgium,2023,Major trading partner 2 (% of imports),Germany,,12.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
56,Belgium,2015,Major trading partner 3 (% of exports),France,,15.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
56,Belgium,2020,Major trading partner 3 (% of exports),France,,13.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
56,Belgium,2023,Major trading partner 3 (% of exports),France,,12.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
56,Belgium,2015,Major trading partner 3 (% of imports),France,,11.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
56,Belgium,2020,Major trading partner 3 (% of imports),France,,11.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
56,Belgium,2023,Major trading partner 3 (% of imports),France,,11.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
84,Belize,2015,Major trading partner 1 (% of exports),United States,,38.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
84,Belize,2020,Major trading partner 1 (% of exports),United States,,23.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
84,Belize,2023,Major trading partner 1 (% of exports),United States,,28.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
84,Belize,2015,Major trading partner 1 (% of imports),United States,,34.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
84,Belize,2020,Major trading partner 1 (% of imports),United States,,40.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
84,Belize,2023,Major trading partner 1 (% of imports),United States,,42.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
84,Belize,2015,Major trading partner 2 (% of exports),United Kingdom,,26.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
84,Belize,2020,Major trading partner 2 (% of exports),United Kingdom,,29.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
84,Belize,2023,Major trading partner 2 (% of exports),United Kingdom,,17.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
84,Belize,2015,Major trading partner 2 (% of imports),China,,10.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
84,Belize,2020,Major trading partner 2 (% of imports),China,,14.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
84,Belize,2023,Major trading partner 2 (% of imports),China,,17.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
84,Belize,2015,Major trading partner 3 (% of exports),Guatemala,,1.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
84,Belize,2020,Major trading partner 3 (% of exports),Guatemala,,4.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
84,Belize,2023,Major trading partner 3 (% of exports),Guatemala,,8.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
84,Belize,2015,Major trading partner 3 (% of imports),Mexico,,10.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
84,Belize,2020,Major trading partner 3 (% of imports),Mexico,,13.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
84,Belize,2023,Major trading partner 3 (% of imports),Mexico,,9.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
204,Benin,2015,Major trading partner 1 (% of exports),Bangladesh,,7.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
204,Benin,2020,Major trading partner 1 (% of exports),Bangladesh,,38.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
204,Benin,2023,Major trading partner 1 (% of exports),Bangladesh,,37.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
204,Benin,2015,Major trading partner 1 (% of imports),India,,9.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
204,Benin,2020,Major trading partner 1 (% of imports),India,,11.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
204,Benin,2023,Major trading partner 1 (% of imports),India,,17.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
204,Benin,2015,Major trading partner 2 (% of exports),India,,13.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
204,Benin,2020,Major trading partner 2 (% of exports),India,,11.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
204,Benin,2023,Major trading partner 2 (% of exports),India,,15.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
204,Benin,2015,Major trading partner 2 (% of imports),China,,10.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
204,Benin,2020,Major trading partner 2 (% of imports),China,,11.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
204,Benin,2023,Major trading partner 2 (% of imports),China,,12.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
204,Benin,2015,Major trading partner 3 (% of exports),Pakistan,,2.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
204,Benin,2020,Major trading partner 3 (% of exports),Pakistan,,1.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
204,Benin,2023,Major trading partner 3 (% of exports),Pakistan,,7.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
204,Benin,2015,Major trading partner 3 (% of imports),France,,11.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
204,Benin,2020,Major trading partner 3 (% of imports),France,,10.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
204,Benin,2023,Major trading partner 3 (% of imports),France,,8.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
60,Bermuda,2015,Major trading partner 1 (% of exports),United States,,80.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
60,Bermuda,2020,Major trading partner 1 (% of exports),United States,,94.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
60,Bermuda,2023,Major trading partner 1 (% of exports),United States,,84.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
60,Bermuda,2015,Major trading partner 1 (% of imports),United States,,65.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
60,Bermuda,2020,Major trading partner 1 (% of imports),United States,,69.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
60,Bermuda,2023,Major trading partner 1 (% of imports),United States,,71.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
60,Bermuda,2015,Major trading partner 2 (% of exports),United Kingdom,,12.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
60,Bermuda,2020,Major trading partner 2 (% of exports),United Kingdom,,1.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
60,Bermuda,2023,Major trading partner 2 (% of exports),United Kingdom,,9.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
60,Bermuda,2015,Major trading partner 2 (% of imports),Canada,,14.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
60,Bermuda,2020,Major trading partner 2 (% of imports),Canada,,7.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
60,Bermuda,2023,Major trading partner 2 (% of imports),Canada,,8.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
60,Bermuda,2015,Major trading partner 3 (% of exports),Canada,,2.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
60,Bermuda,2020,Major trading partner 3 (% of exports),Canada,,0.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
60,Bermuda,2023,Major trading partner 3 (% of exports),Canada,,2.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
60,Bermuda,2015,Major trading partner 3 (% of imports),United Kingdom,,3.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
60,Bermuda,2020,Major trading partner 3 (% of imports),United Kingdom,,5.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
60,Bermuda,2023,Major trading partner 3 (% of imports),United Kingdom,,5.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
64,Bhutan,2015,Major trading partner 1 (% of exports),India,,72.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
64,Bhutan,2020,Major trading partner 1 (% of exports),India,,90.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
64,Bhutan,2023,Major trading partner 1 (% of exports),India,,85.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
64,Bhutan,2015,Major trading partner 1 (% of imports),India,,72.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
64,Bhutan,2020,Major trading partner 1 (% of imports),India,,75.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
64,Bhutan,2023,Major trading partner 1 (% of imports),India,,81.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
64,Bhutan,2015,Major trading partner 2 (% of exports),Italy,,1.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
64,Bhutan,2020,Major trading partner 2 (% of exports),Italy,,2.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
64,Bhutan,2023,Major trading partner 2 (% of exports),Italy,,4.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
64,Bhutan,2015,Major trading partner 2 (% of imports),China,,1.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
64,Bhutan,2020,Major trading partner 2 (% of imports),China,,1.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
64,Bhutan,2023,Major trading partner 2 (% of imports),China,,5.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
64,Bhutan,2015,Major trading partner 3 (% of exports),Nepal,,1.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
64,Bhutan,2020,Major trading partner 3 (% of exports),Nepal,,4.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
64,Bhutan,2023,Major trading partner 3 (% of exports),Nepal,,2.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
64,Bhutan,2015,Major trading partner 3 (% of imports),Indonesia,,0.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
64,Bhutan,2020,Major trading partner 3 (% of imports),Indonesia,,0.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
64,Bhutan,2023,Major trading partner 3 (% of imports),Indonesia,,4.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
68,Bolivia (Plurin. State of),2015,Major trading partner 1 (% of exports),Brazil,,27.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
68,Bolivia (Plurin. State of),2020,Major trading partner 1 (% of exports),Brazil,,15.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
68,Bolivia (Plurin. State of),2023,Major trading partner 1 (% of exports),Brazil,,14.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
68,Bolivia (Plurin. State of),2015,Major trading partner 1 (% of imports),China,,18.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
68,Bolivia (Plurin. State of),2020,Major trading partner 1 (% of imports),China,,22.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
68,Bolivia (Plurin. State of),2023,Major trading partner 1 (% of imports),China,,20.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
68,Bolivia (Plurin. State of),2015,Major trading partner 2 (% of exports),India,,2.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
68,Bolivia (Plurin. State of),2020,Major trading partner 2 (% of exports),India,,10.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
68,Bolivia (Plurin. State of),2023,Major trading partner 2 (% of exports),India,,12.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
68,Bolivia (Plurin. State of),2015,Major trading partner 2 (% of imports),Brazil,,16.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
68,Bolivia (Plurin. State of),2020,Major trading partner 2 (% of imports),Brazil,,16.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
68,Bolivia (Plurin. State of),2023,Major trading partner 2 (% of imports),Brazil,,16.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
68,Bolivia (Plurin. State of),2015,Major trading partner 3 (% of exports),China,,5.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
68,Bolivia (Plurin. State of),2020,Major trading partner 3 (% of exports),China,,5.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
68,Bolivia (Plurin. State of),2023,Major trading partner 3 (% of exports),China,,10.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
68,Bolivia (Plurin. State of),2015,Major trading partner 3 (% of imports),Argentina,,11.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
68,Bolivia (Plurin. State of),2020,Major trading partner 3 (% of imports),Argentina,,10.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
68,Bolivia (Plurin. State of),2023,Major trading partner 3 (% of imports),Argentina,,9.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
70,Bosnia and Herzegovina,2015,Major trading partner 1 (% of exports),Germany,,16.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
70,Bosnia and Herzegovina,2020,Major trading partner 1 (% of exports),Germany,,15.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
70,Bosnia and Herzegovina,2023,Major trading partner 1 (% of exports),Germany,,16.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
70,Bosnia and Herzegovina,2015,Major trading partner 1 (% of imports),Italy,,11.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
70,Bosnia and Herzegovina,2020,Major trading partner 1 (% of imports),Italy,,11.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
70,Bosnia and Herzegovina,2023,Major trading partner 1 (% of imports),Italy,,13.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
70,Bosnia and Herzegovina,2015,Major trading partner 2 (% of exports),Croatia,,10.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
70,Bosnia and Herzegovina,2020,Major trading partner 2 (% of exports),Croatia,,12.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
70,Bosnia and Herzegovina,2023,Major trading partner 2 (% of exports),Croatia,,15.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
70,Bosnia and Herzegovina,2015,Major trading partner 2 (% of imports),Germany,,12.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
70,Bosnia and Herzegovina,2020,Major trading partner 2 (% of imports),Germany,,12.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
70,Bosnia and Herzegovina,2023,Major trading partner 2 (% of imports),Germany,,12.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
70,Bosnia and Herzegovina,2015,Major trading partner 3 (% of exports),Serbia,,9.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
70,Bosnia and Herzegovina,2020,Major trading partner 3 (% of exports),Serbia,,11.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
70,Bosnia and Herzegovina,2023,Major trading partner 3 (% of exports),Serbia,,13.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
70,Bosnia and Herzegovina,2015,Major trading partner 3 (% of imports),Serbia,,10.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
70,Bosnia and Herzegovina,2020,Major trading partner 3 (% of imports),Serbia,,11.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
70,Bosnia and Herzegovina,2023,Major trading partner 3 (% of imports),Serbia,,10.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
72,Botswana,2015,Major trading partner 1 (% of exports),United Arab Emirates,,5.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
72,Botswana,2020,Major trading partner 1 (% of exports),United Arab Emirates,,21.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
72,Botswana,2023,Major trading partner 1 (% of exports),United Arab Emirates,,29.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
72,Botswana,2015,Major trading partner 1 (% of imports),South Africa,,65.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
72,Botswana,2020,Major trading partner 1 (% of imports),South Africa,,58.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
72,Botswana,2023,Major trading partner 1 (% of imports),South Africa,,65.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
72,Botswana,2015,Major trading partner 2 (% of exports),Belgium,,19.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
72,Botswana,2020,Major trading partner 2 (% of exports),Belgium,,21.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
72,Botswana,2023,Major trading partner 2 (% of exports),Belgium,,17.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
72,Botswana,2015,Major trading partner 2 (% of imports),Namibia,,14.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
72,Botswana,2020,Major trading partner 2 (% of imports),Namibia,,7.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
72,Botswana,2023,Major trading partner 2 (% of imports),Namibia,,7.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
72,Botswana,2015,Major trading partner 3 (% of exports),India,,12.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
72,Botswana,2020,Major trading partner 3 (% of exports),India,,20.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
72,Botswana,2023,Major trading partner 3 (% of exports),India,,12.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
72,Botswana,2015,Major trading partner 3 (% of imports),Canada,,6.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
72,Botswana,2020,Major trading partner 3 (% of imports),Canada,,3.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
72,Botswana,2023,Major trading partner 3 (% of imports),Canada,,4.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
76,Brazil,2015,Major trading partner 1 (% of exports),China,,18.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
76,Brazil,2020,Major trading partner 1 (% of exports),China,,32.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
76,Brazil,2023,Major trading partner 1 (% of exports),China,,30.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
76,Brazil,2015,Major trading partner 1 (% of imports),China,,17.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
76,Brazil,2020,Major trading partner 1 (% of imports),China,,22.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
76,Brazil,2023,Major trading partner 1 (% of imports),China,,22.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
76,Brazil,2015,Major trading partner 2 (% of exports),United States,,13.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
76,Brazil,2020,Major trading partner 2 (% of exports),United States,,10.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
76,Brazil,2023,Major trading partner 2 (% of exports),United States,,11.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
76,Brazil,2015,Major trading partner 2 (% of imports),United States,,15.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
76,Brazil,2020,Major trading partner 2 (% of imports),United States,,17.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
76,Brazil,2023,Major trading partner 2 (% of imports),United States,,15.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
76,Brazil,2015,Major trading partner 3 (% of exports),Argentina,,6.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
76,Brazil,2020,Major trading partner 3 (% of exports),Argentina,,4.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
76,Brazil,2023,Major trading partner 3 (% of exports),Argentina,,4.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
76,Brazil,2015,Major trading partner 3 (% of imports),Germany,,5.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
76,Brazil,2020,Major trading partner 3 (% of imports),Germany,,5.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
76,Brazil,2023,Major trading partner 3 (% of imports),Germany,,5.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
96,Brunei Darussalam,2015,Major trading partner 1 (% of exports),Australia,,3.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
96,Brunei Darussalam,2020,Major trading partner 1 (% of exports),Australia,,5.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
96,Brunei Darussalam,2023,Major trading partner 1 (% of exports),Australia,,21.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
96,Brunei Darussalam,2015,Major trading partner 1 (% of imports),Malaysia,,21.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
