T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
478,Mauritania,2023,Major trading partner 1 (% of imports),United Arab Emirates,,18.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
478,Mauritania,2015,Major trading partner 2 (% of exports),Canada,,0.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
478,Mauritania,2020,Major trading partner 2 (% of exports),Canada,,10.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
478,Mauritania,2023,Major trading partner 2 (% of exports),Canada,,18.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
478,Mauritania,2015,Major trading partner 2 (% of imports),Spain,,3.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
478,Mauritania,2020,Major trading partner 2 (% of imports),Spain,,14.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
478,Mauritania,2023,Major trading partner 2 (% of imports),Spain,,16.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
478,Mauritania,2015,Major trading partner 3 (% of exports),Spain,,9.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
478,Mauritania,2020,Major trading partner 3 (% of exports),Spain,,6.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
478,Mauritania,2023,Major trading partner 3 (% of exports),Spain,,11.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
478,Mauritania,2015,Major trading partner 3 (% of imports),Japan,,2.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
478,Mauritania,2020,Major trading partner 3 (% of imports),Japan,,2.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
478,Mauritania,2023,Major trading partner 3 (% of imports),Japan,,6.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
480,Mauritius,2015,Major trading partner 1 (% of exports),France,,11.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
480,Mauritius,2020,Major trading partner 1 (% of exports),France,,11.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
480,Mauritius,2023,Major trading partner 1 (% of exports),France,,14.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
480,Mauritius,2015,Major trading partner 1 (% of imports),China,,18.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
480,Mauritius,2020,Major trading partner 1 (% of imports),China,,16.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
480,Mauritius,2023,Major trading partner 1 (% of imports),China,,15.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
480,Mauritius,2015,Major trading partner 2 (% of exports),South Africa,,8.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
480,Mauritius,2020,Major trading partner 2 (% of exports),South Africa,,11.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
480,Mauritius,2023,Major trading partner 2 (% of exports),South Africa,,10.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
480,Mauritius,2015,Major trading partner 2 (% of imports),United Arab Emirates,,1.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
480,Mauritius,2020,Major trading partner 2 (% of imports),United Arab Emirates,,12.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
480,Mauritius,2023,Major trading partner 2 (% of imports),United Arab Emirates,,11.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
480,Mauritius,2015,Major trading partner 3 (% of exports),United States,,10.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
480,Mauritius,2020,Major trading partner 3 (% of exports),United States,,9.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
480,Mauritius,2023,Major trading partner 3 (% of exports),United States,,9.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
480,Mauritius,2015,Major trading partner 3 (% of imports),India,,18.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
480,Mauritius,2020,Major trading partner 3 (% of imports),India,,9.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
480,Mauritius,2023,Major trading partner 3 (% of imports),India,,10.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
484,Mexico,2015,Major trading partner 1 (% of exports),United States,,81.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
484,Mexico,2020,Major trading partner 1 (% of exports),United States,,79.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
484,Mexico,2023,Major trading partner 1 (% of exports),United States,,79.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
484,Mexico,2015,Major trading partner 1 (% of imports),United States,,47.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
484,Mexico,2020,Major trading partner 1 (% of imports),United States,,43.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
484,Mexico,2023,Major trading partner 1 (% of imports),United States,,42.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
484,Mexico,2020,Major trading partner 2 (% of exports),Americas n.e.s,,2.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
484,Mexico,2023,Major trading partner 2 (% of exports),Americas n.e.s,,3.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
484,Mexico,2015,Major trading partner 2 (% of imports),China,,17.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
484,Mexico,2020,Major trading partner 2 (% of imports),China,,19.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
484,Mexico,2023,Major trading partner 2 (% of imports),China,,19.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
484,Mexico,2015,Major trading partner 3 (% of exports),Canada,,2.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
484,Mexico,2020,Major trading partner 3 (% of exports),Canada,,2.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
484,Mexico,2023,Major trading partner 3 (% of exports),Canada,,3.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
484,Mexico,2015,Major trading partner 3 (% of imports),Germany,,3.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
484,Mexico,2020,Major trading partner 3 (% of imports),Germany,,3.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
484,Mexico,2023,Major trading partner 3 (% of imports),Germany,,3.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
583,Micronesia (Fed. States of),2015,Major trading partner 1 (% of exports),Thailand,,50.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
583,Micronesia (Fed. States of),2020,Major trading partner 1 (% of exports),Thailand,,73.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
583,Micronesia (Fed. States of),2023,Major trading partner 1 (% of exports),Thailand,,66.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
583,Micronesia (Fed. States of),2015,Major trading partner 1 (% of imports),United States,,23.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
583,Micronesia (Fed. States of),2020,Major trading partner 1 (% of imports),United States,,40.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
583,Micronesia (Fed. States of),2023,Major trading partner 1 (% of imports),United States,,37.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
583,Micronesia (Fed. States of),2015,Major trading partner 2 (% of exports),China,,5.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
583,Micronesia (Fed. States of),2020,Major trading partner 2 (% of exports),China,,5.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
583,Micronesia (Fed. States of),2023,Major trading partner 2 (% of exports),China,,13.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
583,Micronesia (Fed. States of),2015,Major trading partner 2 (% of imports),China,,7.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
583,Micronesia (Fed. States of),2020,Major trading partner 2 (% of imports),China,,14.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
583,Micronesia (Fed. States of),2023,Major trading partner 2 (% of imports),China,,18.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
583,Micronesia (Fed. States of),2015,Major trading partner 3 (% of exports),Philippines,,0.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
583,Micronesia (Fed. States of),2020,Major trading partner 3 (% of exports),Philippines,,12.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
583,Micronesia (Fed. States of),2023,Major trading partner 3 (% of exports),Philippines,,9.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
583,Micronesia (Fed. States of),2015,Major trading partner 3 (% of imports),Japan,,12.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
583,Micronesia (Fed. States of),2020,Major trading partner 3 (% of imports),Japan,,12.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
583,Micronesia (Fed. States of),2023,Major trading partner 3 (% of imports),Japan,,12.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
496,Mongolia,2015,Major trading partner 1 (% of exports),China,,83.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
496,Mongolia,2020,Major trading partner 1 (% of exports),China,,72.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
496,Mongolia,2023,Major trading partner 1 (% of exports),China,,84.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
496,Mongolia,2015,Major trading partner 1 (% of imports),China,,35.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
496,Mongolia,2020,Major trading partner 1 (% of imports),China,,35.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
496,Mongolia,2023,Major trading partner 1 (% of imports),China,,34.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
496,Mongolia,2015,Major trading partner 2 (% of exports),Switzerland,,2.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
496,Mongolia,2020,Major trading partner 2 (% of exports),Switzerland,,22.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
496,Mongolia,2023,Major trading partner 2 (% of exports),Switzerland,,8.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
496,Mongolia,2015,Major trading partner 2 (% of imports),Russian Federation,,26.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
496,Mongolia,2020,Major trading partner 2 (% of imports),Russian Federation,,26.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
496,Mongolia,2023,Major trading partner 2 (% of imports),Russian Federation,,30.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
496,Mongolia,2015,Major trading partner 3 (% of exports),Singapore,,0.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
496,Mongolia,2020,Major trading partner 3 (% of exports),Singapore,,2.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
496,Mongolia,2023,Major trading partner 3 (% of exports),Singapore,,2.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
496,Mongolia,2015,Major trading partner 3 (% of imports),Japan,,7.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
496,Mongolia,2020,Major trading partner 3 (% of imports),Japan,,7.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
496,Mongolia,2023,Major trading partner 3 (% of imports),Japan,,7.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
499,Montenegro,2015,Major trading partner 1 (% of exports),Serbia,,22.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
499,Montenegro,2020,Major trading partner 1 (% of exports),Serbia,,28.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
499,Montenegro,2023,Major trading partner 1 (% of exports),Serbia,,21.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
499,Montenegro,2015,Major trading partner 1 (% of imports),Serbia,,28.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
499,Montenegro,2020,Major trading partner 1 (% of imports),Serbia,,19.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
499,Montenegro,2023,Major trading partner 1 (% of imports),Serbia,,17.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
499,Montenegro,2015,Major trading partner 2 (% of exports),Switzerland,,1.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
499,Montenegro,2020,Major trading partner 2 (% of exports),Switzerland,,2.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
499,Montenegro,2023,Major trading partner 2 (% of exports),Switzerland,,15.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
499,Montenegro,2015,Major trading partner 2 (% of imports),China,,10.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
499,Montenegro,2020,Major trading partner 2 (% of imports),China,,10.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
499,Montenegro,2023,Major trading partner 2 (% of imports),China,,9.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
499,Montenegro,2015,Major trading partner 3 (% of exports),Bosnia Herzegovina,,9.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
499,Montenegro,2020,Major trading partner 3 (% of exports),Bosnia Herzegovina,,6.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
499,Montenegro,2023,Major trading partner 3 (% of exports),Bosnia Herzegovina,,12.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
499,Montenegro,2015,Major trading partner 3 (% of imports),Greece,,6.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
499,Montenegro,2020,Major trading partner 3 (% of imports),Greece,,4.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
499,Montenegro,2023,Major trading partner 3 (% of imports),Greece,,8.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
500,Montserrat,2015,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,0.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
500,Montserrat,2020,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,8.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
500,Montserrat,2023,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,100.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
500,Montserrat,2015,Major trading partner 1 (% of imports),United States,,53.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
500,Montserrat,2020,Major trading partner 1 (% of imports),United States,,67.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
500,Montserrat,2023,Major trading partner 1 (% of imports),United States,,67.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
500,Montserrat,2015,Major trading partner 2 (% of imports),Antigua and Barbuda,,2.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
500,Montserrat,2020,Major trading partner 2 (% of imports),Antigua and Barbuda,,2.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
500,Montserrat,2023,Major trading partner 2 (% of imports),Antigua and Barbuda,,5.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
500,Montserrat,2015,Major trading partner 3 (% of imports),United Kingdom,,10.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
500,Montserrat,2020,Major trading partner 3 (% of imports),United Kingdom,,5.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
500,Montserrat,2023,Major trading partner 3 (% of imports),United Kingdom,,4.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
504,Morocco,2015,Major trading partner 1 (% of exports),Spain,,22.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
504,Morocco,2020,Major trading partner 1 (% of exports),Spain,,24.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
504,Morocco,2023,Major trading partner 1 (% of exports),Spain,,19.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
504,Morocco,2015,Major trading partner 1 (% of imports),Spain,,14.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
504,Morocco,2020,Major trading partner 1 (% of imports),Spain,,15.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
504,Morocco,2023,Major trading partner 1 (% of imports),Spain,,14.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
504,Morocco,2015,Major trading partner 2 (% of exports),France,,20.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
504,Morocco,2020,Major trading partner 2 (% of exports),France,,22.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
504,Morocco,2023,Major trading partner 2 (% of exports),France,,19.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
504,Morocco,2015,Major trading partner 2 (% of imports),France,,12.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
504,Morocco,2020,Major trading partner 2 (% of imports),France,,12.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
504,Morocco,2023,Major trading partner 2 (% of imports),France,,10.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
504,Morocco,2015,Major trading partner 3 (% of exports),India,,3.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
504,Morocco,2020,Major trading partner 3 (% of exports),India,,4.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
504,Morocco,2023,Major trading partner 3 (% of exports),India,,6.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
504,Morocco,2015,Major trading partner 3 (% of imports),China,,8.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
504,Morocco,2020,Major trading partner 3 (% of imports),China,,12.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
504,Morocco,2023,Major trading partner 3 (% of imports),China,,10.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
508,Mozambique,2015,Major trading partner 1 (% of exports),India,,10.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
508,Mozambique,2020,Major trading partner 1 (% of exports),India,,11.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
508,Mozambique,2023,Major trading partner 1 (% of exports),India,,15.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
508,Mozambique,2015,Major trading partner 1 (% of imports),Republic of Korea,,30.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
508,Mozambique,2020,Major trading partner 1 (% of imports),Republic of Korea,,30.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
508,Mozambique,2023,Major trading partner 1 (% of imports),Republic of Korea,,23.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
508,Mozambique,2015,Major trading partner 2 (% of exports),South Africa,,2.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
508,Mozambique,2020,Major trading partner 2 (% of exports),South Africa,,7.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
508,Mozambique,2023,Major trading partner 2 (% of exports),South Africa,,14.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
508,Mozambique,2015,Major trading partner 2 (% of imports),South Africa,,12.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
508,Mozambique,2020,Major trading partner 2 (% of imports),South Africa,,10.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
508,Mozambique,2023,Major trading partner 2 (% of imports),South Africa,,15.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
508,Mozambique,2015,Major trading partner 3 (% of exports),United Kingdom,,19.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
508,Mozambique,2020,Major trading partner 3 (% of exports),United Kingdom,,23.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
508,Mozambique,2023,Major trading partner 3 (% of exports),United Kingdom,,14.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
508,Mozambique,2015,Major trading partner 3 (% of imports),United Arab Emirates,,4.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
508,Mozambique,2020,Major trading partner 3 (% of imports),United Arab Emirates,,6.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
508,Mozambique,2023,Major trading partner 3 (% of imports),United Arab Emirates,,10.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
104,Myanmar,2015,Major trading partner 1 (% of exports),Thailand,,29.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
104,Myanmar,2020,Major trading partner 1 (% of exports),Thailand,,17.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
104,Myanmar,2023,Major trading partner 1 (% of exports),Thailand,,24.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
104,Myanmar,2015,Major trading partner 1 (% of imports),China,,38.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
104,Myanmar,2020,Major trading partner 1 (% of imports),China,,36.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
104,Myanmar,2023,Major trading partner 1 (% of imports),China,,31.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
104,Myanmar,2015,Major trading partner 2 (% of exports),China,,39.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
104,Myanmar,2020,Major trading partner 2 (% of exports),China,,31.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
104,Myanmar,2023,Major trading partner 2 (% of exports),China,,23.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
104,Myanmar,2015,Major trading partner 2 (% of imports),Singapore,,21.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
