T31,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
670,Saint Vincent & Grenadines,2021,Tourism expenditure (millions of US dollars),,,60,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
670,Saint Vincent & Grenadines,2022,Tourism expenditure (millions of US dollars),,,166,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
882,Samoa,1995,Tourist/visitor arrivals (thousands),TF,,68,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
882,Samoa,2005,Tourist/visitor arrivals (thousands),TF,,102,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
882,Samoa,2010,Tourist/visitor arrivals (thousands),TF,,122,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
882,Samoa,2020,Tourist/visitor arrivals (thousands),TF,,23,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
882,Samoa,2021,Tourist/visitor arrivals (thousands),TF,,3,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
882,Samoa,2022,Tourist/visitor arrivals (thousands),TF,,49,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
882,Samoa,1995,Tourism expenditure (millions of US dollars),,,36,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
882,Samoa,2005,Tourism expenditure (millions of US dollars),,,74,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
882,Samoa,2010,Tourism expenditure (millions of US dollars),,,124,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
882,Samoa,2020,Tourism expenditure (millions of US dollars),,,23,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
882,Samoa,2021,Tourism expenditure (millions of US dollars),,,0,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
882,Samoa,2022,Tourism expenditure (millions of US dollars),,,58,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
674,San Marino,1995,Tourist/visitor arrivals (thousands),TCE,,28,Including Italian visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
674,San Marino,2005,Tourist/visitor arrivals (thousands),TCE,,50,Including Italian visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
674,San Marino,2010,Tourist/visitor arrivals (thousands),TCE,,120,Including Italian visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
674,San Marino,2020,Tourist/visitor arrivals (thousands),TCE,,58,Including Italian visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
674,San Marino,2021,Tourist/visitor arrivals (thousands),TCE,,94,Including Italian visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
674,San Marino,2020,Tourism expenditure (millions of US dollars),,,155,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
674,San Marino,2021,Tourism expenditure (millions of US dollars),,,225,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
678,Sao Tome and Principe,1995,Tourist/visitor arrivals (thousands),TF,,6,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
678,Sao Tome and Principe,2005,Tourist/visitor arrivals (thousands),TF,,16,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
678,Sao Tome and Principe,2010,Tourist/visitor arrivals (thousands),TF,,8,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
678,Sao Tome and Principe,2020,Tourist/visitor arrivals (thousands),TF,,11,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
678,Sao Tome and Principe,2021,Tourist/visitor arrivals (thousands),TF,,15,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
678,Sao Tome and Principe,2005,Tourism expenditure (millions of US dollars),,,7,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
678,Sao Tome and Principe,2010,Tourism expenditure (millions of US dollars),,,11,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
678,Sao Tome and Principe,2020,Tourism expenditure (millions of US dollars),,,16,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
678,Sao Tome and Principe,2021,Tourism expenditure (millions of US dollars),,,30,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
678,Sao Tome and Principe,2022,Tourism expenditure (millions of US dollars),,,48,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
682,Saudi Arabia,1995,Tourist/visitor arrivals (thousands),TF,,"3,325",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
682,Saudi Arabia,2005,Tourist/visitor arrivals (thousands),TF,,"8,037",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
682,Saudi Arabia,2010,Tourist/visitor arrivals (thousands),TF,,"10,850",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
682,Saudi Arabia,2020,Tourist/visitor arrivals (thousands),TF,,"4,138",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
682,Saudi Arabia,2021,Tourist/visitor arrivals (thousands),TF,,"3,477",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
682,Saudi Arabia,2022,Tourist/visitor arrivals (thousands),TF,,"16,638",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
682,Saudi Arabia,2010,Tourism expenditure (millions of US dollars),,,"7,536",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
682,Saudi Arabia,2020,Tourism expenditure (millions of US dollars),,,"4,646",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
682,Saudi Arabia,2021,Tourism expenditure (millions of US dollars),,,"4,639",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
682,Saudi Arabia,2022,Tourism expenditure (millions of US dollars),,,"26,517",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
686,Senegal,1995,Tourist/visitor arrivals (thousands),TF,,280,Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
686,Senegal,2005,Tourist/visitor arrivals (thousands),TF,,769,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
686,Senegal,2010,Tourist/visitor arrivals (thousands),TF,,900,Data revision.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
686,Senegal,1995,Tourism expenditure (millions of US dollars),,,168,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
686,Senegal,2005,Tourism expenditure (millions of US dollars),,,334,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
686,Senegal,2010,Tourism expenditure (millions of US dollars),,,464,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
686,Senegal,2020,Tourism expenditure (millions of US dollars),,,136,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
686,Senegal,2021,Tourism expenditure (millions of US dollars),,,416,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
688,Serbia,2005,Tourist/visitor arrivals (thousands),TCE,,453,Excluding Kosovo and Metohija.;Tourists staying in visitor accommodation establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
688,Serbia,2010,Tourist/visitor arrivals (thousands),TCE,,683,Excluding Kosovo and Metohija.;Tourists staying in visitor accommodation establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
688,Serbia,2020,Tourist/visitor arrivals (thousands),TCE,,446,Excluding Kosovo and Metohija.;Tourists staying in visitor accommodation establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
688,Serbia,2021,Tourist/visitor arrivals (thousands),TCE,,871,Excluding Kosovo and Metohija.;Tourists staying in visitor accommodation establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
688,Serbia,2022,Tourist/visitor arrivals (thousands),TCE,,"1,773",Excluding Kosovo and Metohija.;Tourists staying in visitor accommodation establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
688,Serbia,2005,Tourism expenditure (millions of US dollars),,,308,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
688,Serbia,2010,Tourism expenditure (millions of US dollars),,,950,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
688,Serbia,2020,Tourism expenditure (millions of US dollars),,,"1,430",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
688,Serbia,2021,Tourism expenditure (millions of US dollars),,,"2,179",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
688,Serbia,2022,Tourism expenditure (millions of US dollars),,,"3,074",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
690,Seychelles,1995,Tourist/visitor arrivals (thousands),TF,,121,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
690,Seychelles,2005,Tourist/visitor arrivals (thousands),TF,,129,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
690,Seychelles,2010,Tourist/visitor arrivals (thousands),TF,,175,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
690,Seychelles,2020,Tourist/visitor arrivals (thousands),TF,,115,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
690,Seychelles,2021,Tourist/visitor arrivals (thousands),TF,,183,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
690,Seychelles,2022,Tourist/visitor arrivals (thousands),TF,,332,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
690,Seychelles,1995,Tourism expenditure (millions of US dollars),,,224,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
690,Seychelles,2005,Tourism expenditure (millions of US dollars),,,269,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
690,Seychelles,2010,Tourism expenditure (millions of US dollars),,,352,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
690,Seychelles,2020,Tourism expenditure (millions of US dollars),,,334,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
